language,id,language,id
pt,10360,es,
pt,10350,es,8794
pt,10385,es,
pt,10378,es,8921
pt,10348,es,8790
pt,10357,es,
pt,10373,es,8802
pt,10371,es,8919
pt,10369,es,
pt,10367,es,8827
pt,10365,es,8825
pt,10352,es,
pt,10349,es,8788
pt,10363,es,8899
pt,10283,es,8694
pt,10322,es,
pt,10338,es,8797
pt,10336,es,8785
pt,10334,es,8823
pt,10332,es,8821
pt,10330,es,8885
pt,10282,es,8693
pt,10321,es,
pt,10324,es,
pt,10320,es,8692
pt,10315,es,
pt,10358,es,
pt,10313,es,
pt,10308,es,8873
pt,10281,es,
pt,10302,es,
pt,10299,es,
pt,10297,es,8866
pt,10295,es,8778
pt,10293,es,8751
pt,10291,es,8750
pt,10274,es,8687
pt,10343,es,
pt,10272,es,8704
pt,10270,es,8702
pt,10268,es,8700
pt,10266,es,8698
pt,10262,es,
pt,10260,es,
pt,10189,es,8651
pt,10188,es,8650
pt,10255,es,8668
pt,10254,es,
pt,10251,es,
pt,10248,es,8684
pt,10247,es,8682
pt,10243,es,8680
pt,10241,es,
pt,10187,es,8649
pt,10237,es,
pt,10234,es,
pt,10231,es,
pt,10221,es,8678
pt,10219,es,
pt,10217,es,
pt,10186,es,8648
pt,10213,es,8662
pt,10204,es,
pt,10202,es,
pt,10199,es,
pt,10180,es,8642
pt,10197,es,
pt,10195,es,
pt,10193,es,
pt,10176,es,
pt,10174,es,
pt,10172,es,
pt,10170,es,
pt,10168,es,
pt,10166,es,
pt,10164,es,
pt,10162,es,
pt,10160,es,
pt,10158,es,
pt,10154,es,
pt,10150,es,
pt,10148,es,
pt,10051,es,8580
pt,10146,es,
pt,10144,es,
pt,10140,es,8640
pt,10136,es,8737
pt,10134,es,8734
pt,10132,es,8729
pt,10130,es,8727
pt,10128,es,8725
pt,10069,es,
pt,10123,es,
pt,10067,es,
pt,10050,es,8577
pt,10117,es,
pt,10116,es,
pt,10115,es,
pt,10114,es,
pt,10113,es,
pt,10112,es,
pt,10111,es,
pt,10110,es,
pt,10109,es,
pt,10108,es,
pt,10107,es,
pt,10106,es,
pt,10105,es,
pt,10091,es,
pt,10089,es,
pt,10087,es,
pt,10085,es,
pt,10083,es,
pt,10081,es,
pt,10077,es,
pt,10075,es,8622
pt,10073,es,8635
pt,10071,es,8616
pt,10054,es,
pt,10049,es,8575
pt,10060,es,8723
pt,10058,es,8721
pt,10056,es,8718
pt,10052,es,
pt,10044,es,8573
pt,10037,es,9153
pt,10035,es,
pt,10034,es,9151
pt,10024,es,8613
pt,10022,es,8637
pt,10019,es,8716
pt,10011,es,8571
pt,10017,es,
pt,10012,es,
pt,10010,es,8569
pt,10005,es,
pt,10002,es,8565
pt,10003,es,
pt,9997,es,8563
pt,9994,es,8714
pt,9992,es,8711
pt,9990,es,8709
pt,9986,es,8707
pt,9987,es,
pt,9982,es,
pt,9980,es,8620
pt,9978,es,
pt,9976,es,
pt,9974,es,
pt,9965,es,9338
pt,9962,es,
pt,9959,es,
pt,9956,es,
pt,9952,es,
pt,9950,es,8583
pt,9948,es,8504
pt,9946,es,8502
pt,9944,es,8500
pt,9939,es,9137
pt,9937,es,9135
pt,9935,es,9113
pt,9794,es,
pt,9784,es,8424
pt,9933,es,
pt,9930,es,
pt,9927,es,
pt,9924,es,
pt,9922,es,
pt,9920,es,
pt,9918,es,
pt,9916,es,
pt,9912,es,8459
pt,9910,es,
pt,9908,es,9110
pt,9880,es,
pt,9783,es,8423
pt,9793,es,
pt,9876,es,
pt,9873,es,
pt,9871,es,9092
pt,9863,es,
pt,9861,es,
pt,9859,es,8817
pt,9792,es,
pt,9782,es,8422
pt,9852,es,
pt,9850,es,
pt,9848,es,
pt,9846,es,
pt,9843,es,
pt,9791,es,
pt,9781,es,8421
pt,9840,es,
pt,9838,es,
pt,9834,es,
pt,9831,es,
pt,9829,es,
pt,9826,es,9095
pt,9774,es,
pt,9785,es,
pt,9816,es,
pt,9814,es,
pt,9812,es,
pt,9810,es,
pt,9806,es,
pt,9804,es,
pt,9765,es,8414
pt,9773,es,
pt,9801,es,9078
pt,9797,es,
pt,9795,es,
pt,9754,es,8135
pt,9751,es,7717
pt,9772,es,
pt,9764,es,8413
pt,9748,es,7715
pt,9742,es,
pt,9740,es,
pt,9738,es,
pt,9736,es,
pt,9734,es,8404
pt,9771,es,
pt,9763,es,8412
pt,9758,es,8407
pt,9731,es,
pt,9730,es,9076
pt,9726,es,
pt,9722,es,8866
pt,9766,es,
pt,9720,es,
pt,9717,es,
pt,9700,es,
pt,9692,es,8372
pt,9713,es,7713
pt,9711,es,
pt,9708,es,
pt,9704,es,
pt,9701,es,
pt,9699,es,
pt,9691,es,8371
pt,9698,es,
pt,9693,es,
pt,9690,es,8370
pt,9685,es,8365
pt,9683,es,9046
pt,9679,es,7657
pt,9674,es,7534
pt,9672,es,
pt,9670,es,
pt,9668,es,
pt,9663,es,9044
pt,9658,es,8348
pt,9656,es,
pt,9652,es,
pt,9650,es,
pt,9647,es,
pt,9644,es,
pt,9642,es,
pt,9640,es,
pt,9638,es,
pt,9608,es,8304
pt,9612,es,
pt,9631,es,
pt,9630,es,
pt,9627,es,
pt,9623,es,
pt,9620,es,
pt,9618,es,
pt,9611,es,
pt,9607,es,8303
pt,9616,es,
pt,9614,es,
pt,9610,es,
pt,9606,es,8302
pt,9609,es,
pt,9605,es,8301
pt,9601,es,8346
pt,9599,es,
pt,9591,es,
pt,9588,es,
pt,9586,es,
pt,9583,es,
pt,9575,es,
pt,9562,es,8297
pt,9568,es,
pt,9559,es,
pt,9557,es,8291
pt,9553,es,
pt,9550,es,
pt,9548,es,
pt,9546,es,
pt,9544,es,
pt,9541,es,
pt,9535,es,
pt,9531,es,
pt,9529,es,8267
pt,9530,es,
pt,9525,es,8344
pt,9523,es,
pt,9521,es,
pt,9517,es,8265
pt,9518,es,
pt,9513,es,
pt,9511,es,
pt,9509,es,
pt,9507,es,
pt,9504,es,
pt,9493,es,8259
pt,9498,es,
pt,9477,es,
pt,9476,es,
pt,9475,es,8258
pt,9474,es,8257
pt,9464,es,
pt,9462,es,
pt,9460,es,
pt,9456,es,
pt,9453,es,
pt,9448,es,
pt,9445,es,
pt,9443,es,
pt,9441,es,
pt,9439,es,
pt,9437,es,
pt,9435,es,8342
pt,9427,es,
pt,9424,es,8250
pt,9426,es,
pt,9423,es,8249
pt,9413,es,
pt,9410,es,
pt,9403,es,
pt,9401,es,
pt,9400,es,
pt,9398,es,
pt,9387,es,
pt,9384,es,
pt,9373,es,8238
pt,9369,es,
pt,9367,es,
pt,9363,es,
pt,9356,es,
pt,9358,es,8151
pt,9359,es,
pt,9347,es,8150
pt,9348,es,
pt,9342,es,
pt,9340,es,
pt,9337,es,
pt,9335,es,
pt,9333,es,
pt,9332,es,
pt,9331,es,8138
pt,9328,es,
pt,9324,es,
pt,9322,es,
pt,9319,es,
pt,9317,es,
pt,9310,es,
pt,9308,es,
pt,9304,es,
pt,9302,es,
pt,9297,es,
pt,9292,es,
pt,9287,es,8129
pt,9284,es,
pt,9212,es,
pt,9192,es,7984
pt,9280,es,8339
pt,9277,es,
pt,9275,es,
pt,9273,es,
pt,9271,es,
pt,9269,es,
pt,9267,es,
pt,9265,es,7112
pt,9262,es,6954
pt,9259,es,6952
pt,9257,es,6836
pt,9255,es,
pt,9252,es,
pt,9250,es,
pt,9248,es,
pt,9246,es,
pt,9244,es,
pt,9242,es,
pt,9240,es,
pt,9238,es,
pt,9236,es,
pt,9191,es,7983
pt,9211,es,
pt,9230,es,7992
pt,9228,es,
pt,9226,es,
pt,9190,es,7982
pt,9209,es,
pt,9206,es,
pt,9204,es,
pt,9202,es,
pt,9193,es,
pt,9185,es,7977
pt,9182,es,
pt,9179,es,
pt,9175,es,
pt,9173,es,
pt,9171,es,
pt,9091,es,7850
pt,9101,es,
pt,9165,es,
pt,9162,es,
pt,9160,es,7974
pt,9100,es,
pt,9090,es,7849
pt,9154,es,7911
pt,9151,es,
pt,9149,es,
pt,9147,es,
pt,9144,es,7898
pt,9089,es,7848
pt,9099,es,
pt,9141,es,
pt,9139,es,
pt,9135,es,
pt,9133,es,
pt,9098,es,
pt,9083,es,7847
pt,9127,es,
pt,9125,es,
pt,9121,es,7896
pt,9119,es,
pt,9117,es,
pt,9115,es,
pt,9072,es,7841
pt,9092,es,
pt,9104,es,
pt,9085,es,7856
pt,9068,es,
pt,9065,es,
pt,9034,es,7811
pt,9061,es,
pt,9033,es,7810
pt,9055,es,
pt,9052,es,9278
pt,9035,es,
pt,9032,es,7809
pt,9021,es,8742
pt,9027,es,
pt,9022,es,7804
pt,9019,es,7719
pt,9015,es,
pt,9011,es,
pt,8999,es,
pt,8997,es,
pt,8994,es,
pt,8992,es,
pt,8991,es,7704
pt,8988,es,
pt,8986,es,
pt,8983,es,7701
pt,8984,es,
pt,8975,es,7698
pt,8973,es,
pt,8967,es,
pt,8965,es,
pt,8956,es,7684
pt,8957,es,
pt,8945,es,7678
pt,8950,es,
pt,8933,es,7668
pt,8932,es,7667
pt,8943,es,
pt,8939,es,
pt,8931,es,7666
pt,8934,es,
pt,8922,es,7661
pt,8918,es,
pt,8916,es,
pt,8913,es,
pt,8911,es,
pt,8908,es,
pt,8905,es,
pt,8903,es,
pt,8901,es,
pt,8898,es,
pt,8896,es,
pt,8722,es,
pt,8717,es,7581
pt,8873,es,8470
pt,8888,es,
pt,8886,es,
pt,8884,es,
pt,8882,es,
pt,8880,es,
pt,8716,es,7580
pt,8721,es,
pt,8877,es,
pt,8875,es,
pt,8863,es,
pt,8861,es,
pt,8858,es,
pt,8856,es,
pt,8854,es,
pt,8850,es,
pt,8848,es,
pt,8846,es,
pt,8715,es,7577
pt,8720,es,
pt,8841,es,
pt,8825,es,
pt,8823,es,
pt,8816,es,8653
pt,8714,es,7578
pt,8719,es,
pt,8813,es,
pt,8718,es,
pt,8703,es,7571
pt,8795,es,
pt,8793,es,7631
pt,8611,es,7556
pt,8620,es,
pt,8647,es,
pt,8645,es,
pt,8644,es,
pt,8619,es,
pt,8610,es,7555
pt,8640,es,
pt,8638,es,
pt,8636,es,
pt,8634,es,
pt,8606,es,7551
pt,8614,es,
pt,8632,es,
pt,8625,es,
pt,8622,es,
pt,8604,es,
pt,8602,es,7549
pt,8599,es,
pt,8596,es,
pt,8593,es,
pt,8544,es,
pt,8533,es,7429
pt,8590,es,
pt,8588,es,
pt,8586,es,7457
pt,8543,es,
pt,8532,es,7428
pt,8573,es,
pt,8571,es,
pt,8569,es,
pt,8542,es,
pt,8530,es,7427
pt,8561,es,
pt,8557,es,7467
pt,8541,es,
pt,8529,es,7426
pt,8554,es,
pt,8550,es,
pt,8547,es,
pt,8545,es,7675
pt,8540,es,
pt,8518,es,7420
pt,8512,es,
pt,8507,es,7419
pt,8511,es,
pt,8510,es,
pt,8508,es,
pt,8501,es,7416
pt,8502,es,
pt,8497,es,
pt,8495,es,7413
pt,8493,es,7409
pt,8473,es,
pt,8491,es,
pt,8484,es,
pt,8482,es,
pt,8488,es,7407
pt,8480,es,
pt,8478,es,
pt,8475,es,
pt,8470,es,
pt,8467,es,7390
pt,8469,es,
pt,8468,es,
pt,8466,es,7389
pt,8461,es,
pt,8458,es,
pt,8455,es,
pt,8451,es,
pt,8435,es,
pt,8449,es,
pt,8439,es,7383
pt,8444,es,
pt,8438,es,7378
pt,8436,es,
pt,8426,es,
pt,8423,es,7411
pt,8311,es,7308
pt,8322,es,
pt,8420,es,
pt,8418,es,7370
pt,8415,es,
pt,8413,es,7367
pt,8310,es,7307
pt,8321,es,
pt,8408,es,
pt,8406,es,
pt,8404,es,
pt,8402,es,
pt,8395,es,
pt,8393,es,
pt,8391,es,
pt,8389,es,
pt,8387,es,
pt,8385,es,
pt,8383,es,
pt,8381,es,
pt,8379,es,
pt,8376,es,
pt,8374,es,
pt,8372,es,
pt,8369,es,
pt,8367,es,
pt,8363,es,
pt,8361,es,
pt,8359,es,
pt,8345,es,
pt,8343,es,
pt,8309,es,7306
pt,8320,es,
pt,8341,es,7338
pt,8339,es,
pt,8323,es,7314
pt,8308,es,7305
pt,8318,es,
pt,8312,es,
pt,8302,es,7294
pt,8295,es,
pt,8299,es,
pt,8297,es,
pt,8290,es,7312
pt,8288,es,
pt,8262,es,7252
pt,8278,es,
pt,8285,es,
pt,8283,es,
pt,8281,es,
pt,8279,es,7852
pt,8277,es,7251
pt,8276,es,
pt,8275,es,
pt,8274,es,
pt,8273,es,
pt,8272,es,
pt,8263,es,
pt,8261,es,
pt,8260,es,7250
pt,8259,es,7249
pt,8258,es,7248
pt,8257,es,7247
pt,8256,es,7246
pt,8247,es,7237
pt,8243,es,
pt,8241,es,
pt,8237,es,7233
pt,8227,es,
pt,8225,es,
pt,8222,es,
pt,8218,es,
pt,8216,es,
pt,8213,es,
pt,8203,es,
pt,8201,es,
pt,8199,es,
pt,8191,es,
pt,8188,es,
pt,8184,es,
pt,8182,es,
pt,8171,es,
pt,8145,es,
pt,8143,es,7152
pt,8142,es,7151
pt,8144,es,
pt,8162,es,
pt,8157,es,
pt,8154,es,
pt,8140,es,7150
pt,8141,es,
pt,8150,es,
pt,8147,es,
pt,8139,es,
pt,8138,es,7149
pt,8137,es,
pt,8125,es,7142
pt,8121,es,
pt,8119,es,7135
pt,8116,es,7133
pt,8114,es,7131
pt,8113,es,7129
pt,8110,es,7127
pt,8108,es,7123
pt,8106,es,7121
pt,8104,es,
pt,8098,es,
pt,8090,es,
pt,8087,es,
pt,8023,es,6985
pt,8032,es,
pt,8076,es,7112
pt,8054,es,
pt,8021,es,6984
pt,8031,es,
pt,8052,es,
pt,8030,es,
pt,8019,es,6983
pt,8047,es,8992
pt,8017,es,6978
pt,8025,es,
pt,8034,es,
pt,7965,es,
pt,7954,es,6934
pt,7957,es,6933
pt,7963,es,
pt,8012,es,
pt,8009,es,
pt,8007,es,
pt,8005,es,
pt,8002,es,
pt,8000,es,
pt,7998,es,
pt,7995,es,
pt,7993,es,
pt,7956,es,6932
pt,7960,es,
pt,7990,es,6954
pt,7987,es,
pt,7958,es,
pt,7947,es,6925
pt,7977,es,
pt,7887,es,
pt,7874,es,6856
pt,7975,es,
pt,7972,es,
pt,7970,es,
pt,7886,es,
pt,7873,es,6853
pt,7940,es,
pt,7936,es,
pt,7933,es,
pt,7953,es,
pt,7885,es,
pt,7872,es,6852
pt,7926,es,
pt,7924,es,
pt,7916,es,
pt,7914,es,
pt,7911,es,
pt,7952,es,
pt,7906,es,
pt,7884,es,
pt,7871,es,6849
pt,7899,es,
pt,7897,es,
pt,7895,es,
pt,7883,es,
pt,7870,es,6847
pt,7863,es,
pt,7862,es,
pt,7860,es,
pt,7859,es,
pt,7797,es,6846
pt,7842,es,
pt,7839,es,
pt,7836,es,
pt,7834,es,
pt,7795,es,6845
pt,7831,es,7311
pt,7828,es,6836
pt,7819,es,
pt,7812,es,
pt,7801,es,
pt,7790,es,6844
pt,7792,es,
pt,7789,es,
pt,7782,es,6839
pt,7781,es,
pt,7733,es,
pt,7753,es,
pt,7751,es,
pt,7748,es,
pt,7743,es,7229
pt,7741,es,7153
pt,7739,es,6759
pt,7736,es,
pt,7731,es,6766
pt,7729,es,
pt,7727,es,
pt,7725,es,
pt,7671,es,
pt,7721,es,
pt,7669,es,
pt,7680,es,
pt,7678,es,7116
pt,7676,es,
pt,7674,es,
pt,7657,es,
pt,7655,es,
pt,7640,es,
pt,7643,es,
pt,7650,es,7051
pt,7648,es,
pt,7646,es,
pt,7636,es,
pt,7634,es,
pt,7631,es,
pt,7629,es,
pt,7622,es,
pt,7618,es,
pt,7616,es,
pt,7604,es,
pt,7602,es,
pt,7613,es,
pt,7611,es,
pt,7607,es,
pt,7598,es,
pt,7597,es,
pt,7596,es,
pt,7590,es,
pt,7588,es,
pt,7584,es,
pt,7500,es,
pt,7490,es,
pt,7581,es,
pt,7580,es,
pt,7579,es,
pt,7578,es,
pt,7577,es,
pt,7569,es,
pt,7566,es,
pt,7563,es,
pt,7560,es,
pt,7558,es,
pt,7556,es,
pt,7499,es,
pt,7489,es,
pt,7543,es,
pt,7540,es,
pt,7538,es,
pt,7536,es,
pt,7488,es,
pt,7498,es,
pt,7519,es,
pt,7516,es,
pt,7514,es,
pt,7512,es,
pt,7509,es,8246
pt,7497,es,
pt,7487,es,
pt,6985,es,
pt,7506,es,
pt,7504,es,
pt,7502,es,
pt,7491,es,
pt,7481,es,
pt,7478,es,
pt,7476,es,
pt,7474,es,
pt,7472,es,
pt,7470,es,
pt,7468,es,
pt,7466,es,
pt,7463,es,
pt,7461,es,
pt,7459,es,
pt,7457,es,
pt,7455,es,
pt,7450,es,
pt,7448,es,
pt,7446,es,
pt,7444,es,
pt,7442,es,
pt,7440,es,
pt,7438,es,
pt,7436,es,
pt,7434,es,
pt,7432,es,
pt,7430,es,
pt,7421,es,
pt,7419,es,
pt,7417,es,
pt,7415,es,
pt,7413,es,
pt,7409,es,
pt,7406,es,
pt,6986,es,
pt,7403,es,
pt,7401,es,
pt,7399,es,
pt,7394,es,
pt,7392,es,
pt,7390,es,
pt,7388,es,
pt,7386,es,
pt,7384,es,
pt,7382,es,
pt,7375,es,
pt,7373,es,
pt,7370,es,
pt,7274,es,
pt,7266,es,
pt,6988,es,
pt,7367,es,
pt,7364,es,
pt,7315,es,
pt,7313,es,
pt,7311,es,
pt,7309,es,
pt,7300,es,
pt,7297,es,
pt,7272,es,
pt,7265,es,
pt,6990,es,
pt,7294,es,
pt,7292,es,
pt,7290,es,
pt,7287,es,
pt,7288,es,
pt,7281,es,
pt,7280,es,
pt,7279,es,
pt,7264,es,
pt,7270,es,
pt,7268,es,
pt,7260,es,
pt,7253,es,
pt,7256,es,
pt,6992,es,
pt,7242,es,
pt,7245,es,
pt,6994,es,
pt,7218,es,
pt,7167,es,8147
pt,6996,es,
pt,6998,es,
pt,7000,es,
pt,6983,es,
pt,7002,es,
pt,7004,es,
pt,7006,es,
pt,7008,es,
pt,7010,es,
pt,7012,es,
pt,7014,es,
pt,7016,es,
pt,7018,es,
pt,7020,es,
pt,7022,es,
pt,7024,es,
pt,7026,es,
pt,7028,es,
pt,7030,es,
pt,7032,es,
pt,7034,es,
pt,7036,es,
pt,7038,es,
pt,7040,es,
pt,7042,es,
pt,7044,es,
pt,7046,es,
pt,7048,es,
pt,7050,es,
pt,7052,es,
pt,7054,es,
pt,7056,es,
pt,7058,es,
pt,7060,es,
pt,7062,es,
pt,7064,es,
pt,7066,es,
pt,7068,es,
pt,7070,es,
pt,7072,es,
pt,7074,es,
pt,7075,es,
pt,7077,es,
pt,7079,es,
pt,7081,es,
pt,7083,es,
pt,7085,es,
pt,7087,es,
pt,7089,es,
pt,6739,es,
pt,6741,es,
pt,6732,es,
pt,6696,es,
pt,6704,es,
pt,6712,es,
pt,6718,es,
pt,6725,es,
pt,6743,es,
pt,6745,es,
pt,6735,es,
pt,6737,es,
pt,6622,es,
pt,6638,es,
pt,6618,es,
pt,6620,es,
pt,6593,es,
pt,6595,es,
pt,6571,es,
pt,6573,es,
pt,6565,es,
pt,6546,es,
pt,6548,es,
pt,6540,es,
pt,6417,es,
pt,6415,es,
pt,6419,es,
pt,6421,es,
pt,6423,es,
pt,6425,es,
pt,6427,es,
pt,6429,es,
pt,6431,es,
pt,6597,es,
pt,6435,es,
pt,6433,es,
pt,6437,es,
pt,6439,es,
pt,6441,es,
pt,6443,es,
pt,6445,es,
pt,6447,es,
pt,82,es,
pt,1343,es,
pt,1341,es,
pt,1357,es,
pt,1345,es,
pt,1347,es,
pt,1349,es,
pt,1359,es,
pt,1351,es,
pt,1353,es,
pt,88,es,
pt,1361,es,
pt,1363,es,
pt,1365,es,
pt,1367,es,
pt,1369,es,
pt,1371,es,
pt,1355,es,
pt,1377,es,
pt,1385,es,
pt,95,es,
pt,1379,es,
pt,1386,es,
pt,1373,es,
pt,97,es,
pt,1381,es,
pt,1388,es,
pt,1383,es,
pt,1375,es,
pt,1390,es,
pt,1392,es,
pt,1414,es,
pt,1406,es,
pt,1394,es,
pt,1396,es,
pt,1398,es,
pt,1400,es,
pt,1408,es,
pt,1416,es,
pt,1402,es,
pt,84,es,
pt,1418,es,
pt,1410,es,
pt,92,es,
pt,1404,es,
pt,1424,es,
pt,1412,es,
pt,1420,es,
pt,1422,es,
pt,1426,es,
pt,1428,es,
pt,1430,es,
pt,1432,es,
pt,1500,es,
pt,1510,es,
pt,1434,es,
pt,1438,es,
pt,1446,es,
pt,1452,es,
pt,1454,es,
pt,1456,es,
pt,1458,es,
pt,1460,es,
pt,1484,es,
pt,1462,es,
pt,1464,es,
pt,1466,es,
pt,1468,es,
pt,1470,es,
pt,1472,es,
pt,1502,es,
pt,1552,es,
pt,90,es,
pt,1474,es,
pt,99,es,
pt,1476,es,
pt,1478,es,
pt,1504,es,
pt,1554,es,
pt,230,es,7396
pt,1480,es,
pt,1482,es,
pt,1506,es,
pt,1508,es,
pt,116,es,
pt,1496,es,
pt,106,es,
pt,108,es,
pt,110,es,
pt,112,es,
pt,127,es,
pt,114,es,
pt,118,es,
pt,120,es,
pt,122,es,
pt,124,es,
pt,86,es,
pt,1486,es,
pt,1498,es,
pt,1488,es,
pt,1490,es,
pt,1492,es,
pt,1494,es,
pt,1558,es,
pt,1582,es,
pt,129,es,
pt,133,es,
pt,220,es,
pt,1512,es,
pt,1514,es,
pt,1516,es,
pt,1518,es,
pt,1520,es,
pt,1522,es,
pt,135,es,
pt,1584,es,
pt,1524,es,
pt,1526,es,
pt,1528,es,
pt,137,es,
pt,139,es,
pt,142,es,
pt,145,es,
pt,148,es,
pt,151,es,
pt,1570,es,
pt,1530,es,
pt,153,es,
pt,1596,es,
pt,1556,es,
pt,1532,es,
pt,1534,es,
pt,1536,es,
pt,1538,es,
pt,1540,es,
pt,1542,es,
pt,1544,es,
pt,1546,es,
pt,1548,es,
pt,1550,es,
pt,1598,es,
pt,1560,es,
pt,1562,es,
pt,1564,es,
pt,1566,es,
pt,1568,es,
pt,1572,es,
pt,1574,es,
pt,1576,es,
pt,1578,es,
pt,1580,es,
pt,1586,es,
pt,156,es,
pt,1600,es,
pt,1604,es,
pt,1602,es,
pt,1588,es,
pt,1590,es,
pt,1592,es,
pt,1594,es,
pt,1622,es,
pt,1664,es,
pt,1682,es,
pt,1684,es,
pt,1606,es,
pt,1608,es,
pt,1610,es,
pt,1612,es,
pt,1614,es,
pt,1620,es,
pt,1694,es,
pt,1616,es,
pt,1618,es,
pt,1624,es,
pt,1626,es,
pt,1628,es,
pt,1630,es,
pt,1632,es,
pt,1634,es,
pt,1636,es,
